ID,Survey_Period,RESP_ID,Which group best describes you?,Attribute,Response,QuestionID,Category,Question Intent,Order,Start time,Completion time
512,Fall_2025,Fall_2025_512,Student,How effective are your teachers in helping you understand course material and stay engaged?,8,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,512,512
512,Fall_2025,Fall_2025_512,Student,How safe and supported do you feel in your school environment?,5,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,512,512
513,Fall_2025,Fall_2025_513,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,6,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,513,513
513,Fall_2025,Fall_2025_513,Parent,How well does the academic workload challenge your child without being overwhelming?,6,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,513,513
513,Fall_2025,Fall_2025_513,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,7,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,513,513
513,Fall_2025,Fall_2025_513,Parent,How effective is the College in preparing your child for future academic and personal success?,7,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,513,513
513,Fall_2025,Fall_2025_513,Parent,How well does the College address any concerns you raise about your child?,5,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,513,513
514,Fall_2025,Fall_2025_514,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,514,514
514,Fall_2025,Fall_2025_514,Parent,How well does the academic workload challenge your child without being overwhelming?,10,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,514,514
514,Fall_2025,Fall_2025_514,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,8,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,514,514
514,Fall_2025,Fall_2025_514,Parent,How effective is the College in preparing your child for future academic and personal success?,10,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,514,514
514,Fall_2025,Fall_2025_514,Parent,How well does the College address any concerns you raise about your child?,10,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,514,514
515,Fall_2025,Fall_2025_515,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,8,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,515,515
515,Fall_2025,Fall_2025_515,Parent,How well does the academic workload challenge your child without being overwhelming?,10,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,515,515
515,Fall_2025,Fall_2025_515,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,9,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,515,515
515,Fall_2025,Fall_2025_515,Parent,How effective is the College in preparing your child for future academic and personal success?,8,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,515,515
515,Fall_2025,Fall_2025_515,Parent,How well does the College address any concerns you raise about your child?,7,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,515,515
516,Fall_2025,Fall_2025_516,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,516,516
516,Fall_2025,Fall_2025_516,Parent,How well does the academic workload challenge your child without being overwhelming?,8,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,516,516
516,Fall_2025,Fall_2025_516,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,10,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,516,516
516,Fall_2025,Fall_2025_516,Parent,How effective is the College in preparing your child for future academic and personal success?,10,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,516,516
516,Fall_2025,Fall_2025_516,Parent,How well does the College address any concerns you raise about your child?,10,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,516,516
